97990.100001 -81.138733 0.0001191462 -0.001715 0.000000 0.000025 0.000242 0.000263 0.251497 -0.105560 0.139300 0.000000 -0.098721 -0.237134 0.000000 -0.000027
97990.300001 -81.138951 0.0001191379 -0.001715 0.000000 0.000025 0.000242 0.000263 0.251489 -0.105547 0.139299 0.000000 -0.098721 -0.237135 0.000000 -0.000027
97990.500001 -81.139169 0.0001191297 -0.001716 0.000000 0.000025 0.000242 0.000262 0.251481 -0.105534 0.139299 0.000000 -0.098721 -0.237136 0.000000 -0.000027
97990.700001 -81.139386 0.0001191215 -0.001716 0.000000 0.000025 0.000241 0.000262 0.251472 -0.105521 0.139298 0.000000 -0.098721 -0.237137 0.000000 -0.000027
97990.900001 -81.139603 0.0001191133 -0.001716 0.000000 0.000025 0.000241 0.000262 0.251464 -0.105509 0.139298 0.000000 -0.098721 -0.237139 0.000000 -0.000027
97991.100001 -81.139821 0.0001191051 -0.001716 0.000000 0.000025 0.000241 0.000262 0.251456 -0.105496 0.139297 0.000000 -0.098721 -0.237140 0.000000 -0.000027
97991.300001 -81.140038 0.0001190969 -0.001716 0.000000 0.000025 0.000240 0.000262 0.251447 -0.105483 0.139297 0.000000 -0.098721 -0.237141 0.000000 -0.000027
97991.500001 -81.140255 0.0001190888 -0.001716 0.000000 0.000025 0.000240 0.000262 0.251439 -0.105470 0.139296 0.000000 -0.098722 -0.237143 0.000000 -0.000027
97991.700001 -81.140471 0.0001190806 -0.001716 0.000000 0.000025 0.000240 0.000262 0.251431 -0.105458 0.139296 0.000000 -0.098722 -0.237144 0.000000 -0.000027
97991.900001 -81.140688 0.0001190724 -0.001716 0.000000 0.000025 0.000239 0.000262 0.251422 -0.105445 0.139295 0.000000 -0.098722 -0.237145 0.000000 -0.000027
97992.100001 -81.140904 0.0001190642 -0.001716 0.000000 0.000025 0.000239 0.000262 0.251414 -0.105432 0.139295 0.000000 -0.098722 -0.237146 0.000000 -0.000027
97992.300001 -81.141121 0.0001190561 -0.001716 0.000000 0.000025 0.000239 0.000262 0.251406 -0.105420 0.139295 0.000000 -0.098722 -0.237148 0.000000 -0.000027
97992.500001 -81.141337 0.0001190479 -0.001716 0.000000 0.000025 0.000239 0.000262 0.251397 -0.105407 0.139294 0.000000 -0.098722 -0.237149 0.000000 -0.000027
97992.700001 -81.141553 0.0001190398 -0.001716 0.000000 0.000025 0.000238 0.000262 0.251389 -0.105394 0.139294 0.000000 -0.098722 -0.237150 0.000000 -0.000027
97992.900001 -81.141769 0.0001190316 -0.001716 0.000000 0.000025 0.000238 0.000262 0.251381 -0.105381 0.139293 0.000000 -0.098723 -0.237152 0.000000 -0.000027
97993.100001 -81.141984 0.0001190235 -0.001716 0.000000 0.000025 0.000238 0.000262 0.251373 -0.105369 0.139293 0.000000 -0.098723 -0.237153 0.000000 -0.000027
97993.300001 -81.142200 0.0001190154 -0.001716 0.000000 0.000025 0.000237 0.000262 0.251364 -0.105356 0.139292 0.000000 -0.098723 -0.237154 0.000000 -0.000027
97993.500001 -81.142415 0.0001190072 -0.001716 0.000000 0.000025 0.000237 0.000262 0.251356 -0.105343 0.139292 0.000000 -0.098723 -0.237155 0.000000 -0.000027
97993.700001 -81.142631 0.0001189991 -0.001716 0.000000 0.000025 0.000237 0.000262 0.251348 -0.105331 0.139291 0.000000 -0.098723 -0.237157 0.000000 -0.000027
97993.900001 -81.142846 0.0001189910 -0.001716 0.000000 0.000025 0.000236 0.000262 0.251340 -0.105318 0.139291 0.000000 -0.098723 -0.237158 0.000000 -0.000027
97994.100001 -81.143061 0.0001189829 -0.001716 0.000000 0.000025 0.000236 0.000262 0.251331 -0.105306 0.139290 0.000000 -0.098723 -0.237159 0.000000 -0.000027
97994.300001 -81.143275 0.0001189748 -0.001716 0.000000 0.000025 0.000236 0.000262 0.251323 -0.105293 0.139290 0.000000 -0.098724 -0.237160 0.000000 -0.000027
97994.500001 -81.143490 0.0001189667 -0.001716 0.000000 0.000025 0.000236 0.000262 0.251315 -0.105280 0.139290 0.000000 -0.098724 -0.237162 0.000000 -0.000027
97994.700001 -81.143704 0.0001189586 -0.001716 0.000000 0.000025 0.000235 0.000262 0.251307 -0.105268 0.139289 0.000000 -0.098724 -0.237163 0.000000 -0.000027
97994.900001 -81.143919 0.0001189505 -0.001717 0.000000 0.000025 0.000235 0.000262 0.251298 -0.105255 0.139289 0.000000 -0.098724 -0.237164 0.000000 -0.000027
97995.100001 -81.144133 0.0001189424 -0.001717 0.000000 0.000025 0.000235 0.000262 0.251290 -0.105242 0.139288 0.000000 -0.098724 -0.237166 0.000000 -0.000027
97995.300001 -81.144347 0.0001189343 -0.001717 0.000000 0.000025 0.000234 0.000262 0.251282 -0.105230 0.139288 0.000000 -0.098724 -0.237167 0.000000 -0.000027
97995.500001 -81.144561 0.0001189263 -0.001717 0.000000 0.000025 0.000234 0.000262 0.251274 -0.105217 0.139287 0.000000 -0.098724 -0.237168 0.000000 -0.000027
97995.700001 -81.144774 0.0001189182 -0.001717 0.000000 0.000025 0.000234 0.000262 0.251266 -0.105205 0.139287 0.000000 -0.098725 -0.237169 0.000000 -0.000027
97995.900001 -81.144988 0.0001189101 -0.001717 0.000000 0.000025 0.000233 0.000261 0.251257 -0.105192 0.139286 0.000000 -0.098725 -0.237171 0.000000 -0.000027
97996.100001 -81.145201 0.0001189021 -0.001717 0.000000 0.000025 0.000233 0.000261 0.251249 -0.105180 0.139286 0.000000 -0.098725 -0.237172 0.000000 -0.000027
97996.300001 -81.145415 0.0001188940 -0.001717 0.000000 0.000025 0.000233 0.000261 0.251241 -0.105167 0.139286 0.000000 -0.098725 -0.237173 0.000000 -0.000027
97996.500001 -81.145628 0.0001188860 -0.001717 0.000000 0.000025 0.000233 0.000261 0.251233 -0.105155 0.139285 0.000000 -0.098725 -0.237174 0.000000 -0.000027
97996.700001 -81.145841 0.0001188780 -0.001717 0.000000 0.000025 0.000232 0.000261 0.251225 -0.105142 0.139285 0.000000 -0.098725 -0.237176 0.000000 -0.000027
97996.900001 -81.146053 0.0001188699 -0.001717 0.000000 0.000025 0.000232 0.000261 0.251217 -0.105130 0.139284 0.000000 -0.098725 -0.237177 0.000000 -0.000027
97997.100001 -81.146266 0.0001188619 -0.001717 0.000000 0.000025 0.000232 0.000261 0.251208 -0.105117 0.139284 0.000000 -0.098726 -0.237178 0.000000 -0.000027
97997.300001 -81.146479 0.0001188539 -0.001717 0.000000 0.000025 0.000231 0.000261 0.251200 -0.105105 0.139283 0.000000 -0.098726 -0.237179 0.000000 -0.000027
97997.500001 -81.146691 0.0001188459 -0.001717 0.000000 0.000025 0.000231 0.000261 0.251192 -0.105092 0.139283 0.000000 -0.098726 -0.237181 0.000000 -0.000027
97997.700001 -81.146903 0.0001188379 -0.001717 0.000000 0.000025 0.000231 0.000261 0.251184 -0.105080 0.139282 0.000000 -0.098726 -0.237182 0.000000 -0.000027
