47970.094994 -75.296903 0.000162 0.000140 0.000151 11.170000 0.010335 0.000243 0.000113 0.238916 -0.132808 0.142889 0.000470 -0.012085 -0.096330 -0.228025 0.000000
47970.194994 -75.296865 0.000162 0.000140 0.000151 11.170000 0.010334 0.000243 0.000113 0.238917 -0.132807 0.142889 0.000470 -0.012085 -0.096330 -0.228025 0.000000
47970.294994 -75.296826 0.000162 0.000140 0.000151 11.170000 0.010332 0.000242 0.000113 0.238918 -0.132806 0.142889 0.000470 -0.012085 -0.096330 -0.228025 0.000000
47970.394994 -75.296787 0.000162 0.000140 0.000151 11.170000 0.010331 0.000242 0.000113 0.238919 -0.132806 0.142890 0.000470 -0.012085 -0.096330 -0.228025 0.000000
47970.494994 -75.296748 0.000162 0.000140 0.000151 11.170000 0.010329 0.000242 0.000113 0.238920 -0.132805 0.142890 0.000470 -0.012085 -0.096330 -0.228025 0.000000
47970.594994 -75.296709 0.000162 0.000140 0.000151 11.170000 0.010328 0.000242 0.000113 0.238921 -0.132804 0.142890 0.000470 -0.012085 -0.096330 -0.228025 0.000000
47970.694994 -75.296671 0.000162 0.000140 0.000151 11.170000 0.010326 0.000242 0.000113 0.238922 -0.132803 0.142890 0.000470 -0.012085 -0.096330 -0.228025 0.000000
47970.794994 -75.296632 0.000162 0.000140 0.000151 11.170000 0.010325 0.000242 0.000113 0.238923 -0.132802 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47970.894994 -75.296593 0.000162 0.000140 0.000151 11.170000 0.010323 0.000242 0.000113 0.238924 -0.132801 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47970.994994 -75.296554 0.000162 0.000140 0.000151 11.170000 0.010321 0.000241 0.000113 0.238925 -0.132801 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.094994 -75.296515 0.000162 0.000140 0.000151 11.170000 0.010320 0.000241 0.000113 0.238926 -0.132800 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.194994 -75.296477 0.000162 0.000140 0.000151 11.170000 0.010318 0.000241 0.000113 0.238928 -0.132799 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.294994 -75.296438 0.000162 0.000140 0.000151 11.170000 0.010317 0.000241 0.000113 0.238929 -0.132798 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.394994 -75.296399 0.000162 0.000140 0.000151 11.170000 0.010315 0.000241 0.000113 0.238930 -0.132797 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.494994 -75.296360 0.000162 0.000140 0.000151 11.170000 0.010314 0.000241 0.000113 0.238931 -0.132796 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.594994 -75.296322 0.000162 0.000140 0.000151 11.170000 0.010312 0.000241 0.000113 0.238932 -0.132795 0.142890 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.694994 -75.296283 0.000162 0.000140 0.000151 11.170000 0.010311 0.000241 0.000113 0.238933 -0.132795 0.142891 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.794994 -75.296244 0.000162 0.000140 0.000151 11.170000 0.010309 0.000240 0.000113 0.238934 -0.132794 0.142891 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.894994 -75.296206 0.000162 0.000140 0.000151 11.170000 0.010308 0.000240 0.000113 0.238935 -0.132793 0.142891 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47971.994994 -75.296167 0.000162 0.000140 0.000151 11.170000 0.010306 0.000240 0.000113 0.238936 -0.132792 0.142891 0.000470 -0.012084 -0.096330 -0.228025 0.000000
47972.094994 -75.296128 0.000162 0.000140 0.000151 11.170000 0.010304 0.000240 0.000113 0.238937 -0.132791 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.194994 -75.296090 0.000162 0.000140 0.000151 11.170000 0.010303 0.000240 0.000113 0.238938 -0.132790 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.294994 -75.296051 0.000162 0.000140 0.000151 11.170000 0.010301 0.000240 0.000113 0.238939 -0.132790 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.394994 -75.296012 0.000162 0.000140 0.000151 11.170000 0.010300 0.000240 0.000113 0.238941 -0.132789 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.494994 -75.295974 0.000162 0.000140 0.000151 11.170000 0.010298 0.000240 0.000113 0.238942 -0.132788 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.594994 -75.295935 0.000162 0.000140 0.000151 11.170000 0.010297 0.000239 0.000113 0.238943 -0.132787 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.694994 -75.295896 0.000162 0.000140 0.000151 11.170000 0.010295 0.000239 0.000113 0.238944 -0.132786 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.794994 -75.295858 0.000162 0.000140 0.000151 11.170000 0.010294 0.000239 0.000113 0.238945 -0.132785 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.894994 -75.295819 0.000162 0.000140 0.000151 11.170000 0.010292 0.000239 0.000113 0.238946 -0.132785 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47972.994994 -75.295780 0.000162 0.000140 0.000151 11.170000 0.010290 0.000239 0.000113 0.238947 -0.132784 0.142891 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47973.094994 -75.295742 0.000162 0.000140 0.000151 11.170000 0.010289 0.000239 0.000113 0.238948 -0.132783 0.142892 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47973.194994 -75.295703 0.000162 0.000140 0.000151 11.170000 0.010287 0.000239 0.000113 0.238949 -0.132782 0.142892 0.000470 -0.012083 -0.096330 -0.228025 0.000000
47973.294994 -75.295665 0.000162 0.000140 0.000151 11.170000 0.010286 0.000239 0.000113 0.238950 -0.132781 0.142892 0.000470 -0.012082 -0.096330 -0.228025 0.000000
47973.394994 -75.295626 0.000162 0.000140 0.000151 11.170000 0.010284 0.000238 0.000113 0.238951 -0.132780 0.142892 0.000470 -0.012082 -0.096330 -0.228025 0.000000
47973.494994 -75.295587 0.000162 0.000140 0.000151 11.170000 0.010283 0.000238 0.000113 0.238952 -0.132780 0.142892 0.000470 -0.012082 -0.096330 -0.228025 0.000000
47973.594994 -75.295549 0.000162 0.000140 0.000151 11.170000 0.010281 0.000238 0.000113 0.238954 -0.132779 0.142892 0.000470 -0.012082 -0.096330 -0.228025 0.000000
47973.694994 -75.295510 0.000162 0.000140 0.000151 11.170000 0.010280 0.000238 0.000113 0.238955 -0.132778 0.142892 0.000470 -0.012082 -0.096329 -0.228025 0.000000
47973.794994 -75.295472 0.000162 0.000140 0.000151 11.170000 0.010278 0.000238 0.000113 0.238956 -0.132777 0.142892 0.000470 -0.012082 -0.096329 -0.228025 0.000000
47973.894994 -75.295433 0.000162 0.000140 0.000151 11.170000 0.010277 0.000238 0.000113 0.238957 -0.132776 0.142892 0.000470 -0.012082 -0.096329 -0.228025 0.000000
